#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
               916 -1.308109356301e-18 -1.304709123874e-18 -1.291371266354e-18 -1.253435974474e-18 -1.231947700404e-18 -1.279261571250e-18 -1.314680945993e-18 -1.327104000000e-18 
               917 -1.308109356301e-18 -1.304710497558e-18 -1.291380389942e-18 -1.253462595912e-18 -1.231941007812e-18 -1.279267841691e-18 -1.314683782433e-18 -1.327104000000e-18 
               918 -1.308109356301e-18 -1.304741309163e-18 -1.291584398578e-18 -1.254057240802e-18 -1.231785384588e-18 -1.279406656889e-18 -1.314747086751e-18 -1.327104000000e-18 
               919 -1.308109356301e-18 -1.304755400754e-18 -1.291672403252e-18 -1.254303991152e-18 -1.231689119125e-18 -1.279457881345e-18 -1.314776025647e-18 -1.327104000000e-18 
               920 -1.308109356301e-18 -1.304762598765e-18 -1.291703351501e-18 -1.253513266074e-18 -1.231429926501e-18 -1.279433643736e-18 -1.314788683729e-18 -1.327104000000e-18 
               921 -1.308109356301e-18 -1.304763796933e-18 -1.291726383730e-18 -1.254602637583e-18 -1.231662443457e-18 -1.279492921687e-18 -1.314793390593e-18 -1.327104000000e-18 
               922 -1.308109356301e-18 -1.304764959108e-18 -1.291733644323e-18 -1.254629453243e-18 -1.231659861483e-18 -1.279497065889e-18 -1.314795752943e-18 -1.327104000000e-18 
               923 -1.308109356301e-18 -1.304766823316e-18 -1.291745216716e-18 -1.254667945113e-18 -1.231648753516e-18 -1.279503112128e-18 -1.314799518963e-18 -1.327104000000e-18 
               924 -1.308109356301e-18 -1.304773107960e-18 -1.291784159776e-18 -1.254794840633e-18 -1.231606207545e-18 -1.279522776209e-18 -1.314812159645e-18 -1.327104000000e-18 
               925 -1.308109356301e-18 -1.304776475947e-18 -1.291804991207e-18 -1.254863143384e-18 -1.231583175758e-18 -1.279532695016e-18 -1.314818872397e-18 -1.327104000000e-18 
               926 -1.308109356301e-18 -1.304817526411e-18 -1.292058397763e-18 -1.255685936463e-18 -1.231283911056e-18 -1.279647420074e-18 -1.314899643270e-18 -1.327104000000e-18 
               927 -1.308109356301e-18 -1.304819683383e-18 -1.292071674660e-18 -1.255735840688e-18 -1.231277434979e-18 -1.279651404955e-18 -1.314903595579e-18 -1.327104000000e-18 
               928 -1.308109356301e-18 -1.304821289257e-18 -1.292081562559e-18 -1.255773195283e-18 -1.231265690771e-18 -1.279653878869e-18 -1.314906507312e-18 -1.327104000000e-18 
               929 -1.308109356301e-18 -1.304822298158e-18 -1.292087772664e-18 -1.255796050868e-18 -1.231258102772e-18 -1.279655331643e-18 -1.314908323494e-18 -1.327104000000e-18 
               930 -1.308109356301e-18 -1.304823999274e-18 -1.292098205169e-18 -1.255831024380e-18 -1.231244728069e-18 -1.279657524994e-18 -1.314911364061e-18 -1.327104000000e-18 
               931 -1.308109356301e-18 -1.304834264349e-18 -1.292161211353e-18 -1.256042022678e-18 -1.231163538847e-18 -1.279670064916e-18 -1.314929552843e-18 -1.327104000000e-18 
               932 -1.308109356301e-18 -1.305243337220e-18 -1.294646728265e-18 -1.263839783044e-18 -1.227191604025e-18 -1.279873488955e-18 -1.315555416781e-18 -1.327104000000e-18 
               933 -1.308109356301e-18 -1.305243438096e-18 -1.294672651636e-18 -1.264548788856e-18 -1.227471217651e-18 -1.279887110956e-18 -1.315554077869e-18 -1.327104000000e-18 
               934 -1.308109356301e-18 -1.305243504650e-18 -1.294678559529e-18 -1.264676878416e-18 -1.227516133784e-18 -1.279879155319e-18 -1.315551725226e-18 -1.327104000000e-18 
               935 -1.308109356301e-18 -1.305243567509e-18 -1.294680388213e-18 -1.264676387830e-18 -1.227515873848e-18 -1.279865257438e-18 -1.315548972199e-18 -1.327104000000e-18 
               936 -1.308109356301e-18 -1.305244818538e-18 -1.294716303696e-18 -1.264618833710e-18 -1.227489709144e-18 -1.279581597989e-18 -1.315492613943e-18 -1.327104000000e-18 
               937 -1.308109356301e-18 -1.305245112406e-18 -1.294723925796e-18 -1.264618138176e-18 -1.227495477175e-18 -1.279535927683e-18 -1.315481194114e-18 -1.327104000000e-18 
               938 -1.308109356301e-18 -1.305245445308e-18 -1.294731945603e-18 -1.264597109207e-18 -1.227494640745e-18 -1.279485707328e-18 -1.315468529854e-18 -1.327104000000e-18 
               939 -1.308109356301e-18 -1.305245628709e-18 -1.294736175962e-18 -1.264586454924e-18 -1.227496331325e-18 -1.279459828499e-18 -1.315461767868e-18 -1.327104000000e-18 
               940 -1.308109356301e-18 -1.305246149889e-18 -1.294747756763e-18 -1.264548146770e-18 -1.227493703813e-18 -1.279386859692e-18 -1.315442700418e-18 -1.327104000000e-18 
               941 -1.308109356301e-18 -1.305246280372e-18 -1.294750501612e-18 -1.264540412865e-18 -1.227494123732e-18 -1.279370210626e-18 -1.315438162186e-18 -1.327104000000e-18 
               942 -1.308109356301e-18 -1.305246687339e-18 -1.294758807920e-18 -1.264510906016e-18 -1.227492951874e-18 -1.279318345789e-18 -1.315424007497e-18 -1.327104000000e-18 
               943 -1.308109356301e-18 -1.305246823785e-18 -1.294761475954e-18 -1.264501224031e-18 -1.227492877529e-18 -1.279301947202e-18 -1.315419415554e-18 -1.327104000000e-18 
               944 -1.308109356301e-18 -1.305248370970e-18 -1.294790922999e-18 -1.264386232412e-18 -1.227487418725e-18 -1.279115732959e-18 -1.315367129353e-18 -1.327104000000e-18 
               945 -1.308109356301e-18 -1.305248550252e-18 -1.294793972309e-18 -1.264373860614e-18 -1.227489024924e-18 -1.279098511184e-18 -1.315361778377e-18 -1.327104000000e-18 
               946 -1.308109356301e-18 -1.305248856431e-18 -1.294798811988e-18 -1.264351612358e-18 -1.227488779347e-18 -1.279068074340e-18 -1.315352464327e-18 -1.327104000000e-18 
               947 -1.308109356301e-18 -1.305248987762e-18 -1.294800914675e-18 -1.264342264223e-18 -1.227489596280e-18 -1.279055762219e-18 -1.315348593538e-18 -1.327104000000e-18 
               948 -1.308109356301e-18 -1.305249634575e-18 -1.294810805535e-18 -1.264295442065e-18 -1.227490003499e-18 -1.278994002964e-18 -1.315329342787e-18 -1.327104000000e-18 
               949 -1.308109356301e-18 -1.305250703188e-18 -1.294826215075e-18 -1.264218189119e-18 -1.227490765582e-18 -1.278896757349e-18 -1.315298358268e-18 -1.327104000000e-18 
               950 -1.308109356301e-18 -1.305282976905e-18 -1.293833839385e-18 -1.248680678206e-18 -1.205463056029e-18 -1.273545736557e-18 -1.314126075266e-18 -1.327104000000e-18 
               951 -1.308109356301e-18 -1.305284985860e-18 -1.295285450835e-18 -1.262142775463e-18 -1.227567828433e-18 -1.275665921444e-18 -1.314266816965e-18 -1.327104000000e-18 
               952 -1.308109356301e-18 -1.305285456064e-18 -1.295293506588e-18 -1.262181493540e-18 -1.227672812589e-18 -1.275666072549e-18 -1.314261161879e-18 -1.327104000000e-18 
               953 -1.308109356301e-18 -1.305285896779e-18 -1.295293828460e-18 -1.262156308233e-18 -1.227674558605e-18 -1.275662465331e-18 -1.314255197082e-18 -1.327104000000e-18 
               954 -1.308109356301e-18 -1.305288841277e-18 -1.295295608217e-18 -1.261979381995e-18 -1.227674437987e-18 -1.275637364797e-18 -1.314215257559e-18 -1.327104000000e-18 
               955 -1.308109356301e-18 -1.305290414676e-18 -1.295295854481e-18 -1.261886662467e-18 -1.227673377990e-18 -1.275623417050e-18 -1.314194127468e-18 -1.327104000000e-18 
               956 -1.308109356301e-18 -1.305294769558e-18 -1.295294646513e-18 -1.261587586235e-18 -1.227644808601e-18 -1.275579741882e-18 -1.314135438964e-18 -1.327104000000e-18 
               957 -1.308109356301e-18 -1.305295317387e-18 -1.295294763653e-18 -1.261600510086e-18 -1.227669795529e-18 -1.275577796597e-18 -1.314128328556e-18 -1.327104000000e-18 
               958 -1.308109356301e-18 -1.305295847330e-18 -1.295294285623e-18 -1.261572809332e-18 -1.227671023188e-18 -1.275572682525e-18 -1.314121270982e-18 -1.327104000000e-18 
               959 -1.308109356301e-18 -1.305296292139e-18 -1.295293805484e-18 -1.261547449765e-18 -1.227671209656e-18 -1.275568160994e-18 -1.314115332525e-18 -1.327104000000e-18 
               960 -1.308109356301e-18 -1.305302300189e-18 -1.295286454469e-18 -1.261197574244e-18 -1.227671530972e-18 -1.275505216424e-18 -1.314034562815e-18 -1.327104000000e-18 
               961 -1.308109356301e-18 -1.305303388263e-18 -1.295283799404e-18 -1.261132323166e-18 -1.227673466171e-18 -1.275492295659e-18 -1.314019772329e-18 -1.327104000000e-18 
               962 -1.308109356301e-18 -1.305304780754e-18 -1.295279485411e-18 -1.261023309756e-18 -1.227673676924e-18 -1.275474310711e-18 -1.314000635666e-18 -1.327104000000e-18 
               963 -1.308109356301e-18 -1.305305126274e-18 -1.295279281754e-18 -1.261036864715e-18 -1.227677489905e-18 -1.275471197597e-18 -1.313995925681e-18 -1.327104000000e-18 
               964 -1.308109356301e-18 -1.305305492347e-18 -1.295278183020e-18 -1.261015260030e-18 -1.227678378268e-18 -1.275466546670e-18 -1.313990843943e-18 -1.327104000000e-18 
               965 -1.308109356301e-18 -1.305306095292e-18 -1.295276318326e-18 -1.260979460431e-18 -1.227679819486e-18 -1.275458790811e-18 -1.313982441037e-18 -1.327104000000e-18 
               966 -1.308109356301e-18 -1.305375718879e-18 -1.294996518934e-18 -1.256432892736e-18 -1.227723976621e-18 -1.274405738645e-18 -1.312925396996e-18 -1.327104000000e-18 
               967 -1.308109356301e-18 -1.305357294467e-18 -1.294205085883e-18 -1.241022976086e-18 -1.226540198011e-18 -1.273592535165e-18 -1.312859137084e-18 -1.327104000000e-18 
               968 -1.308109356301e-18 -1.305357425616e-18 -1.294578844268e-18 -1.254214033112e-18 -1.227946472981e-18 -1.273975331334e-18 -1.312892603029e-18 -1.327104000000e-18 
               969 -1.308109356301e-18 -1.305357231709e-18 -1.294694585038e-18 -1.257905452490e-18 -1.228319082989e-18 -1.274074862684e-18 -1.312901336049e-18 -1.327104000000e-18 
               970 -1.308109356301e-18 -1.305356743383e-18 -1.294693027322e-18 -1.257901251699e-18 -1.228328846833e-18 -1.274074461421e-18 -1.312900454508e-18 -1.327104000000e-18 
               971 -1.308109356301e-18 -1.305355908951e-18 -1.294690109636e-18 -1.257878792934e-18 -1.228335458225e-18 -1.274072403222e-18 -1.312898866235e-18 -1.327104000000e-18 
               972 -1.308109356301e-18 -1.305353808007e-18 -1.294682691436e-18 -1.257806595068e-18 -1.228336628746e-18 -1.274066235170e-18 -1.312894821956e-18 -1.327104000000e-18 
               973 -1.308109356301e-18 -1.305351477201e-18 -1.294674487731e-18 -1.257721710244e-18 -1.228332088801e-18 -1.274058970159e-18 -1.312890345014e-18 -1.327104000000e-18 
               974 -1.308109356301e-18 -1.305344878447e-18 -1.294650820307e-18 -1.257467253013e-18 -1.228313146509e-18 -1.274036653213e-18 -1.312877608630e-18 -1.327104000000e-18 
               975 -1.308109356301e-18 -1.305344156011e-18 -1.294648365632e-18 -1.257452913944e-18 -1.228316364710e-18 -1.274034977433e-18 -1.312876277893e-18 -1.327104000000e-18 
               976 -1.308109356301e-18 -1.305343532565e-18 -1.294646070742e-18 -1.257432287433e-18 -1.228315960417e-18 -1.274032886340e-18 -1.312875088891e-18 -1.327104000000e-18 
               977 -1.308109356301e-18 -1.305343013299e-18 -1.294644123073e-18 -1.257413987082e-18 -1.228315393196e-18 -1.274031085423e-18 -1.312874095041e-18 -1.327104000000e-18 
               978 -1.308109356301e-18 -1.305339936572e-18 -1.294632500551e-18 -1.257304854291e-18 -1.228311960856e-18 -1.274020353608e-18 -1.312868197097e-18 -1.327104000000e-18 
               979 -1.308109356301e-18 -1.305338633356e-18 -1.294627412491e-18 -1.257259255384e-18 -1.228310995853e-18 -1.274015786389e-18 -1.312865698636e-18 -1.327104000000e-18 
               980 -1.308109356301e-18 -1.305332633116e-18 -1.294603315220e-18 -1.257036334750e-18 -1.228306573937e-18 -1.273994424564e-18 -1.312854155377e-18 -1.327104000000e-18 
               981 -1.308109356301e-18 -1.305332170201e-18 -1.294601763801e-18 -1.257036078019e-18 -1.228307471739e-18 -1.273993083258e-18 -1.312853286287e-18 -1.327104000000e-18 
               982 -1.308109356301e-18 -1.305331703321e-18 -1.294599794627e-18 -1.257020377263e-18 -1.228307554347e-18 -1.273991445538e-18 -1.312852391559e-18 -1.327104000000e-18 
               983 -1.308109356301e-18 -1.305331111217e-18 -1.294597285355e-18 -1.257000476843e-18 -1.228307677288e-18 -1.273989368350e-18 -1.312851256814e-18 -1.327104000000e-18 
               984 -1.308109356301e-18 -1.305264981151e-18 -1.294315792173e-18 -1.254776609821e-18 -1.228317779183e-18 -1.273754569041e-18 -1.312721679933e-18 -1.327104000000e-18 
               985 -1.308109356301e-18 -1.305260782886e-18 -1.294281722934e-18 -1.254618511700e-18 -1.228304345149e-18 -1.273733801148e-18 -1.312713590141e-18 -1.327104000000e-18 
               986 -1.308109356301e-18 -1.305260022696e-18 -1.294277370205e-18 -1.254685490399e-18 -1.228368238890e-18 -1.273743146287e-18 -1.312713172786e-18 -1.327104000000e-18 
               987 -1.308109356301e-18 -1.305259432273e-18 -1.294272961155e-18 -1.254680262903e-18 -1.228374892245e-18 -1.273742518235e-18 -1.312712231567e-18 -1.327104000000e-18 
               988 -1.308109356301e-18 -1.305259083182e-18 -1.294270450557e-18 -1.254680293360e-18 -1.228378802248e-18 -1.273742092078e-18 -1.312711670818e-18 -1.327104000000e-18 
               989 -1.308109356301e-18 -1.305258756561e-18 -1.294267920356e-18 -1.254674245217e-18 -1.228381881144e-18 -1.273741599994e-18 -1.312711144186e-18 -1.327104000000e-18 
               990 -1.308109356301e-18 -1.305256463046e-18 -1.294250143874e-18 -1.254631574252e-18 -1.228403387073e-18 -1.273738249816e-18 -1.312707462897e-18 -1.327104000000e-18 
               991 -1.308109356301e-18 -1.305254834768e-18 -1.294237558204e-18 -1.254601649769e-18 -1.228418386918e-18 -1.273736450267e-18 -1.312704946979e-18 -1.327104000000e-18 
               992 -1.308109356301e-18 -1.305231365397e-18 -1.294055074439e-18 -1.254139893590e-18 -1.228617405413e-18 -1.273712599813e-18 -1.312669274174e-18 -1.327104000000e-18 
               993 -1.308109356301e-18 -1.305230915559e-18 -1.294052834458e-18 -1.254169889485e-18 -1.228633603958e-18 -1.273717146691e-18 -1.312669212530e-18 -1.327104000000e-18 
               994 -1.308109356301e-18 -1.305230505424e-18 -1.294049952743e-18 -1.254165903740e-18 -1.228637494711e-18 -1.273718482916e-18 -1.312668920931e-18 -1.327104000000e-18 
               995 -1.308109356301e-18 -1.305230102773e-18 -1.294047081060e-18 -1.254160100887e-18 -1.228640587499e-18 -1.273719629550e-18 -1.312668626204e-18 -1.327104000000e-18 
               996 -1.308109356301e-18 -1.305228790557e-18 -1.294037742541e-18 -1.254140864601e-18 -1.228650392699e-18 -1.273723354501e-18 -1.312667683408e-18 -1.327104000000e-18 
               997 -1.308109356301e-18 -1.305228181150e-18 -1.294033455018e-18 -1.254132142772e-18 -1.228654928049e-18 -1.273725152741e-18 -1.312667280816e-18 -1.327104000000e-18 
               998 -1.308109356301e-18 -1.305225252832e-18 -1.294012931991e-18 -1.254089660376e-18 -1.228676480136e-18 -1.273733905999e-18 -1.312665420702e-18 -1.327104000000e-18 
               999 -1.308109356301e-18 -1.305224930593e-18 -1.294010749528e-18 -1.254086214503e-18 -1.228678915345e-18 -1.273734961792e-18 -1.312665257422e-18 -1.327104000000e-18 
              1000 -1.308109356301e-18 -1.305224556924e-18 -1.294008201472e-18 -1.254081163561e-18 -1.228681627311e-18 -1.273736178541e-18 -1.312665072621e-18 -1.327104000000e-18 
              1001 -1.308109356301e-18 -1.305224098963e-18 -1.294005087318e-18 -1.254075008153e-18 -1.228684944319e-18 -1.273737682957e-18 -1.312664853416e-18 -1.327104000000e-18 
              1002 -1.308109356301e-18 -1.304990807640e-18 -1.292411455494e-18 -1.251025157839e-18 -1.230285545959e-18 -1.274471763714e-18 -1.312548538093e-18 -1.327104000000e-18 
              1003 -1.308109356301e-18 -1.304985154016e-18 -1.292425011740e-18 -1.250817519811e-18 -1.230242822678e-18 -1.274573544909e-18 -1.312593406539e-18 -1.327104000000e-18 
              1004 -1.308109356301e-18 -1.304984449310e-18 -1.292427220998e-18 -1.250796423051e-18 -1.230276416750e-18 -1.274595954744e-18 -1.312600903745e-18 -1.327104000000e-18 
              1005 -1.308109356301e-18 -1.304984167030e-18 -1.292443529908e-18 -1.251317874198e-18 -1.230329620234e-18 -1.274612637940e-18 -1.312604466745e-18 -1.327104000000e-18 
              1006 -1.308109356301e-18 -1.304983860495e-18 -1.292445033998e-18 -1.251329492265e-18 -1.230330891725e-18 -1.274620092607e-18 -1.312607582732e-18 -1.327104000000e-18 
              1007 -1.308109356301e-18 -1.304983500042e-18 -1.292446789733e-18 -1.251342509761e-18 -1.230332110278e-18 -1.274628882895e-18 -1.312611282581e-18 -1.327104000000e-18 
              1008 -1.308109356301e-18 -1.304975310493e-18 -1.292485988467e-18 -1.251626418442e-18 -1.230348829888e-18 -1.274827813640e-18 -1.312695925239e-18 -1.327104000000e-18 
              1009 -1.308109356301e-18 -1.304974500376e-18 -1.292490849895e-18 -1.251674722407e-18 -1.230356305349e-18 -1.274853193501e-18 -1.312707490072e-18 -1.327104000000e-18 
              1010 -1.308109356301e-18 -1.304973600352e-18 -1.292496179515e-18 -1.251720756741e-18 -1.230358095502e-18 -1.274881419895e-18 -1.312720742729e-18 -1.327104000000e-18 
              1011 -1.308109356301e-18 -1.304973088884e-18 -1.292499301166e-18 -1.251747906800e-18 -1.230359055625e-18 -1.274897921658e-18 -1.312728567011e-18 -1.327104000000e-18 
              1012 -1.308109356301e-18 -1.304968981306e-18 -1.292524203809e-18 -1.251944430707e-18 -1.230363390869e-18 -1.275031077618e-18 -1.312792549179e-18 -1.327104000000e-18 
              1013 -1.308109356301e-18 -1.304968807738e-18 -1.292525890642e-18 -1.251981349631e-18 -1.230366026613e-18 -1.275038583548e-18 -1.312795883979e-18 -1.327104000000e-18 
              1014 -1.308109356301e-18 -1.304968633417e-18 -1.292527185553e-18 -1.251992974389e-18 -1.230366245181e-18 -1.275045257138e-18 -1.312799226116e-18 -1.327104000000e-18 
