#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
              1355 +6.617081587678e+00 +6.619548300671e+00 +6.625309351042e+00 +6.628244904968e+00 +6.630630643560e+00 +6.632280785060e+00 +6.632562564874e+00 
              1356 +6.617133157011e+00 +6.619589845719e+00 +6.625330260284e+00 +6.628242921262e+00 +6.630588751699e+00 +6.632264863918e+00 +6.632565364500e+00 
              1357 +6.617205352427e+00 +6.619648181992e+00 +6.625349041686e+00 +6.628213237825e+00 +6.630531951583e+00 +6.632241912374e+00 +6.632568906820e+00 
              1358 +6.617229060807e+00 +6.619667328038e+00 +6.625353704725e+00 +6.628198190300e+00 +6.630513610228e+00 +6.632234182678e+00 +6.632569898076e+00 
              1359 +6.617251170392e+00 +6.619685176345e+00 +6.625358017192e+00 +6.628184249249e+00 +6.630496507233e+00 +6.632226922998e+00 +6.632570769978e+00 
              1360 +6.617270547742e+00 +6.619700812523e+00 +6.625361773773e+00 +6.628172056142e+00 +6.630481518688e+00 +6.632220519117e+00 +6.632571491016e+00 
              1361 +6.618338597405e+00 +6.620562229197e+00 +6.625568157405e+00 +6.627499540693e+00 +6.629655604961e+00 +6.631865619098e+00 +6.632609170447e+00 
              1362 +6.618442295416e+00 +6.620644156002e+00 +6.625584693790e+00 +6.627429740252e+00 +6.629575727042e+00 +6.631820175820e+00 +6.632601197611e+00 
              1363 +6.618543369799e+00 +6.620723997480e+00 +6.625604861060e+00 +6.627363202721e+00 +6.629497575728e+00 +6.631775067340e+00 +6.632592193597e+00 
              1364 +6.618567884265e+00 +6.620743349545e+00 +6.625609373193e+00 +6.627352641161e+00 +6.629478486453e+00 +6.631763933280e+00 +6.632589719904e+00 
              1365 +6.618590516371e+00 +6.620761207079e+00 +6.625613499424e+00 +6.627340549178e+00 +6.629460953677e+00 +6.631753622304e+00 +6.632587372290e+00 
              1366 +6.618609418264e+00 +6.620776117415e+00 +6.625616900972e+00 +6.627329914287e+00 +6.629446338714e+00 +6.631744980354e+00 +6.632585361630e+00 
              1367 +6.618781341762e+00 +6.620911706122e+00 +6.625647544353e+00 +6.627231750196e+00 +6.629313526586e+00 +6.631666143378e+00 +6.632566694480e+00 
              1368 +6.618819871745e+00 +6.620942037503e+00 +6.625653848138e+00 +6.627208503817e+00 +6.629283934615e+00 +6.631647990446e+00 +6.632561730057e+00 
              1369 +6.619074849112e+00 +6.621142657003e+00 +6.625695277987e+00 +6.627063304536e+00 +6.629087946942e+00 +6.631527170756e+00 +6.632527729209e+00 
              1370 +6.619093033792e+00 +6.621156911514e+00 +6.625698022277e+00 +6.627052818913e+00 +6.629074038263e+00 +6.631518227670e+00 +6.632524753708e+00 
              1371 +6.619114469586e+00 +6.621173711232e+00 +6.625701243723e+00 +6.627040688198e+00 +6.629057643279e+00 +6.631507657963e+00 +6.632521200291e+00 
              1372 +6.619138489008e+00 +6.621192530075e+00 +6.625704829867e+00 +6.627027238284e+00 +6.629039276325e+00 +6.631495778089e+00 +6.632517157850e+00 
              1373 +6.630794780120e+00 +6.630312171325e+00 +6.627447073509e+00 +6.620544699295e+00 +6.620150954196e+00 +6.625722992563e+00 +6.630527557447e+00 
              1374 +6.630825760130e+00 +6.630323602915e+00 +6.627408649384e+00 +6.620569329190e+00 +6.620141475167e+00 +6.625633256624e+00 +6.630395305282e+00 
              1375 +6.630833817314e+00 +6.630326091995e+00 +6.627400192247e+00 +6.620567996938e+00 +6.620138981837e+00 +6.625609659998e+00 +6.630359861310e+00 
              1376 +6.630839508002e+00 +6.630327857626e+00 +6.627394317015e+00 +6.620572878051e+00 +6.620137190495e+00 +6.625592882416e+00 +6.630334618567e+00 
              1377 +6.630845441163e+00 +6.630329680136e+00 +6.627388149732e+00 +6.620578375585e+00 +6.620135381172e+00 +6.625575309296e+00 +6.630308140933e+00 
              1378 +6.630857041552e+00 +6.630333187517e+00 +6.627375908074e+00 +6.620589315393e+00 +6.620131940784e+00 +6.625540783198e+00 +6.630256040737e+00 
              1379 +6.631226359095e+00 +6.630442037637e+00 +6.626977239957e+00 +6.620931242163e+00 +6.620028571371e+00 +6.624431583671e+00 +6.628576731276e+00 
              1380 +6.631245732857e+00 +6.630433002488e+00 +6.626936665896e+00 +6.620908010578e+00 +6.620041733831e+00 +6.624338136302e+00 +6.628414156559e+00 
              1381 +6.631254068808e+00 +6.630427421271e+00 +6.626929093928e+00 +6.620971976492e+00 +6.620044771267e+00 +6.624295367475e+00 +6.628337359508e+00 
              1382 +6.631256647803e+00 +6.630425607871e+00 +6.626923977585e+00 +6.620970732055e+00 +6.620046943002e+00 +6.624281387802e+00 +6.628312396637e+00 
              1383 +6.631258960248e+00 +6.630423938368e+00 +6.626919481293e+00 +6.620973633454e+00 +6.620048829829e+00 +6.624268676423e+00 +6.628289644584e+00 
              1384 +6.631261303109e+00 +6.630422191624e+00 +6.626914855055e+00 +6.620978014956e+00 +6.620050752169e+00 +6.624255622879e+00 +6.628266238873e+00 
              1385 +6.631310044302e+00 +6.630384703782e+00 +6.626816815109e+00 +6.621083222700e+00 +6.620091696276e+00 +6.623980218613e+00 +6.627771527777e+00 
              1386 +6.631313250281e+00 +6.630379372619e+00 +6.626805889786e+00 +6.621106242306e+00 +6.620097299219e+00 +6.623953118888e+00 +6.627720804907e+00 
              1387 +6.631316600023e+00 +6.630373282038e+00 +6.626793434598e+00 +6.621117024193e+00 +6.620104403265e+00 +6.623923140798e+00 +6.627664474385e+00 
              1388 +6.631318361121e+00 +6.630369725114e+00 +6.626786354252e+00 +6.621126757614e+00 +6.620108415083e+00 +6.623906259739e+00 +6.627632611982e+00 
              1389 +6.631325993478e+00 +6.630353322847e+00 +6.626754128085e+00 +6.621164947122e+00 +6.620127187051e+00 +6.623830012407e+00 +6.627488294222e+00 
              1390 +6.631326910256e+00 +6.630350626029e+00 +6.626749170613e+00 +6.621170501482e+00 +6.620130302600e+00 +6.623818587273e+00 +6.627466392343e+00 
              1391 +6.631328486452e+00 +6.630345737118e+00 +6.626740287781e+00 +6.621180794033e+00 +6.620135940950e+00 +6.623798155721e+00 +6.627427147554e+00 
              1392 +6.631329409922e+00 +6.630342571301e+00 +6.626734644849e+00 +6.621187507108e+00 +6.620139588832e+00 +6.623785244664e+00 +6.627402259677e+00 
              1393 +6.631385972473e+00 +6.630136273685e+00 +6.626370006820e+00 +6.621622466694e+00 +6.620378449523e+00 +6.622953325515e+00 +6.625795033482e+00 
              1394 +6.631376802940e+00 +6.630116271842e+00 +6.626350736938e+00 +6.621650364934e+00 +6.620401865002e+00 +6.622921036747e+00 +6.625718883859e+00 
              1395 +6.631374455428e+00 +6.630111359956e+00 +6.626345978010e+00 +6.621657452368e+00 +6.620407544205e+00 +6.622913434400e+00 +6.625700760249e+00 
              1396 +6.631372383741e+00 +6.630107078778e+00 +6.626341945583e+00 +6.621663444087e+00 +6.620412544126e+00 +6.622906862172e+00 +6.625685033884e+00 
              1397 +6.631369327087e+00 +6.630100816167e+00 +6.626336079874e+00 +6.621672090932e+00 +6.620419861631e+00 +6.622897329278e+00 +6.625662164688e+00 
              1398 +6.631310018772e+00 +6.629980823500e+00 +6.626224486664e+00 +6.621836444012e+00 +6.620560129559e+00 +6.622716851893e+00 +6.625227598064e+00 
              1399 +6.630341169700e+00 +6.628368629480e+00 +6.624916652573e+00 +6.623900503847e+00 +6.622444948457e+00 +6.620812898176e+00 +6.620260673889e+00 
              1400 +6.630273790731e+00 +6.628312699857e+00 +6.624905303618e+00 +6.624023695430e+00 +6.622506008143e+00 +6.620852183942e+00 +6.620267726366e+00 
              1401 +6.630255766506e+00 +6.628297647882e+00 +6.624902231039e+00 +6.623958497394e+00 +6.622525981799e+00 +6.620863066257e+00 +6.620269934325e+00 
              1402 +6.630238572963e+00 +6.628283368002e+00 +6.624901032717e+00 +6.623976715323e+00 +6.622541891408e+00 +6.620873483295e+00 +6.620272158189e+00 
              1403 +6.630225755430e+00 +6.628272753240e+00 +6.624899903659e+00 +6.623986367328e+00 +6.622553905495e+00 +6.620881250163e+00 +6.620273878484e+00 
              1404 +6.630215373941e+00 +6.628264169369e+00 +6.624898930810e+00 +6.623993777257e+00 +6.622563645296e+00 +6.620887548946e+00 +6.620275309311e+00 
              1405 +6.630179063183e+00 +6.628234178989e+00 +6.624895427973e+00 +6.624018931490e+00 +6.622597715962e+00 +6.620909610459e+00 +6.620280419891e+00 
              1406 +6.630145721201e+00 +6.628206738430e+00 +6.624892003423e+00 +6.624040318443e+00 +6.622628982149e+00 +6.620929979308e+00 +6.620285453390e+00 
              1407 +6.623294740812e+00 +6.622583494548e+00 +6.624211198677e+00 +6.628448932232e+00 +6.629040955652e+00 +6.625144467993e+00 +6.621385181837e+00 
              1408 +6.623290067849e+00 +6.622584078547e+00 +6.624214474863e+00 +6.628449335920e+00 +6.629040540311e+00 +6.625155437146e+00 +6.621405489188e+00 
              1409 +6.623285468649e+00 +6.622584749636e+00 +6.624218461405e+00 +6.628448456835e+00 +6.629040382745e+00 +6.625166331670e+00 +6.621425607891e+00 
              1410 +6.623277486254e+00 +6.622585942440e+00 +6.624225329229e+00 +6.628446738622e+00 +6.629040128875e+00 +6.625185339289e+00 +6.621460745357e+00 
              1411 +6.623211430233e+00 +6.622596252051e+00 +6.624282151111e+00 +6.628432232845e+00 +6.629038350084e+00 +6.625344102426e+00 +6.621754744938e+00 
              1412 +6.623192087933e+00 +6.622600493073e+00 +6.624300754729e+00 +6.628429994731e+00 +6.629038751185e+00 +6.625394781666e+00 +6.621849913158e+00 
              1413 +6.623150448428e+00 +6.622610900351e+00 +6.624345677133e+00 +6.628412124350e+00 +6.629039057765e+00 +6.625507449076e+00 +6.622062004081e+00 
              1414 +6.623143203001e+00 +6.622613280321e+00 +6.624353941332e+00 +6.628414580191e+00 +6.629038003078e+00 +6.625528615117e+00 +6.622102138806e+00 
              1415 +6.623135563367e+00 +6.622615929647e+00 +6.624363627913e+00 +6.628410292362e+00 +6.629037278051e+00 +6.625551297261e+00 +6.622145195656e+00 
              1416 +6.623132180514e+00 +6.622617170156e+00 +6.624368038980e+00 +6.628409329622e+00 +6.629036887342e+00 +6.625561514332e+00 +6.622164621188e+00 
              1417 +6.623125018315e+00 +6.622619863324e+00 +6.624377475555e+00 +6.628406562593e+00 +6.629036025106e+00 +6.625583316897e+00 +6.622206104138e+00 
              1418 +6.623119440129e+00 +6.622622075105e+00 +6.624384991200e+00 +6.628404009292e+00 +6.629035275244e+00 +6.625600590994e+00 +6.622239023063e+00 
              1419 +6.622659091174e+00 +6.622814440325e+00 +6.625017784253e+00 +6.628193194079e+00 +6.628967409552e+00 +6.627046475943e+00 +6.624998111856e+00 
              1420 +6.622662686374e+00 +6.622821058180e+00 +6.625024817667e+00 +6.628185266734e+00 +6.628961831351e+00 +6.627055971779e+00 +6.625019857700e+00 
              1421 +6.622664677259e+00 +6.622824687579e+00 +6.625028611340e+00 +6.628181896439e+00 +6.628958767285e+00 +6.627061099076e+00 +6.625031635160e+00 
              1422 +6.622666669431e+00 +6.622828305627e+00 +6.625032420999e+00 +6.628178386958e+00 +6.628955745249e+00 +6.627066163487e+00 +6.625043280397e+00 
              1423 +6.622852922601e+00 +6.623164973107e+00 +6.625383655707e+00 +6.627850655632e+00 +6.628675317582e+00 +6.627533309639e+00 +6.626119289986e+00 
              1424 +6.622950747244e+00 +6.623291852171e+00 +6.625433562971e+00 +6.627749087165e+00 +6.628581997111e+00 +6.627610008870e+00 +6.626344230592e+00 
              1425 +6.622963745288e+00 +6.623307025937e+00 +6.625440991391e+00 +6.627778341087e+00 +6.628568590826e+00 +6.627617681719e+00 +6.626369065466e+00 
              1426 +6.622969560014e+00 +6.623313746238e+00 +6.625444436642e+00 +6.627742982575e+00 +6.628563484796e+00 +6.627620969519e+00 +6.626379947256e+00 
              1427 +6.622975102803e+00 +6.623320164709e+00 +6.625448054436e+00 +6.627738499826e+00 +6.628558171182e+00 +6.627624075489e+00 +6.626390251742e+00 
              1428 +6.622979769620e+00 +6.623325554589e+00 +6.625451210532e+00 +6.627733623915e+00 +6.628553697488e+00 +6.627626654385e+00 +6.626398855775e+00 
              1429 +6.622992044465e+00 +6.623339703691e+00 +6.625459472700e+00 +6.627722332201e+00 +6.628541941805e+00 +6.627633354643e+00 +6.626421329068e+00 
              1430 +6.623008878025e+00 +6.623359003521e+00 +6.625470759316e+00 +6.627707290413e+00 +6.628525901090e+00 +6.627642249844e+00 +6.626451589898e+00 
              1431 +6.623496939191e+00 +6.623914477144e+00 +6.625791653847e+00 +6.627290113007e+00 +6.628064031140e+00 +6.627888735036e+00 +6.627307418409e+00 
              1432 +6.623503269859e+00 +6.623920457060e+00 +6.625793548985e+00 +6.627277146315e+00 +6.628058903371e+00 +6.627888633360e+00 +6.627312322254e+00 
              1433 +6.623508992083e+00 +6.623925862378e+00 +6.625795132469e+00 +6.627275365245e+00 +6.628054268726e+00 +6.627888532694e+00 +6.627316724100e+00 
              1434 +6.623514690321e+00 +6.623931238517e+00 +6.625796725813e+00 +6.627271876117e+00 +6.628049681673e+00 +6.627888419828e+00 +6.627321077104e+00 
              1435 +6.623574816459e+00 +6.623987902448e+00 +6.625813612464e+00 +6.627233235636e+00 +6.628001363360e+00 +6.627887093269e+00 +6.627366690616e+00 
              1436 +6.623601628680e+00 +6.624012884126e+00 +6.625821705960e+00 +6.627213314797e+00 +6.627980021574e+00 +6.627885870839e+00 +6.627385553544e+00 
              1437 +6.623628046492e+00 +6.624037408156e+00 +6.625830506194e+00 +6.627200878923e+00 +6.627958785857e+00 +6.627884417271e+00 +6.627403541532e+00 
              1438 +6.623635921138e+00 +6.624044691497e+00 +6.625833140339e+00 +6.627192727686e+00 +6.627952584340e+00 +6.627883905908e+00 +6.627408731952e+00 
              1439 +6.623644023793e+00 +6.624052178604e+00 +6.625835909788e+00 +6.627187414540e+00 +6.627946126446e+00 +6.627883356853e+00 +6.627414021947e+00 
              1440 +6.623649523921e+00 +6.624057255563e+00 +6.625837794587e+00 +6.627183903348e+00 +6.627941743574e+00 +6.627882967862e+00 +6.627417577340e+00 
              1441 +6.623696654172e+00 +6.624100728625e+00 +6.625853962982e+00 +6.627153872321e+00 +6.627904209378e+00 +6.627879539975e+00 +6.627447838231e+00 
              1442 +6.623876530131e+00 +6.624265645542e+00 +6.625916063663e+00 +6.627041308495e+00 +6.627761703179e+00 +6.627863372968e+00 +6.627556675074e+00 
              1443 +6.624945438180e+00 +6.625224163194e+00 +6.626267031018e+00 +6.626371314877e+00 +6.626936798697e+00 +6.627700028086e+00 +6.628060007865e+00 
              1444 +6.624950926119e+00 +6.625228913053e+00 +6.626262470322e+00 +6.626402685953e+00 +6.626934761363e+00 +6.627692531190e+00 +6.628058970762e+00 
              1445 +6.624956412299e+00 +6.625233229153e+00 +6.626262473455e+00 +6.626405233249e+00 +6.626931028152e+00 +6.627689849091e+00 +6.628057719854e+00 
              1446 +6.624964321575e+00 +6.625239451305e+00 +6.626262659339e+00 +6.626403175057e+00 +6.626925802044e+00 +6.627685970020e+00 +6.628055902199e+00 
              1447 +6.624973531317e+00 +6.625246688776e+00 +6.626263104456e+00 +6.626398575892e+00 +6.626919780671e+00 +6.627681432042e+00 +6.628053757705e+00 
              1448 +6.624983948690e+00 +6.625254864722e+00 +6.626263789566e+00 +6.626393880109e+00 +6.626912948645e+00 +6.627676277917e+00 +6.628051294982e+00 
              1449 +6.625189477536e+00 +6.625415953523e+00 +6.626279385696e+00 +6.626305021960e+00 +6.626777879504e+00 +6.627574200263e+00 +6.628001894358e+00 
              1450 +6.625199861256e+00 +6.625423877911e+00 +6.626281681082e+00 +6.626302377169e+00 +6.626770975922e+00 +6.627568668481e+00 +6.627998559565e+00 
              1451 +6.625207760861e+00 +6.625429902028e+00 +6.626283295647e+00 +6.626298775268e+00 +6.626765788626e+00 +6.627564457344e+00 +6.627995997327e+00 
              1452 +6.625213068228e+00 +6.625433947559e+00 +6.626284353088e+00 +6.626296740369e+00 +6.626762313830e+00 +6.627561622788e+00 +6.627994262420e+00 
              1453 +6.625225685486e+00 +6.625443562628e+00 +6.626286824392e+00 +6.626291679004e+00 +6.626754072149e+00 +6.627554873972e+00 +6.627990116140e+00 
              1454 +6.625238081132e+00 +6.625453003397e+00 +6.626289155348e+00 +6.626286687103e+00 +6.626746010810e+00 +6.627548218307e+00 +6.627985991027e+00 
              1455 +6.625982238871e+00 +6.626019391398e+00 +6.626423894403e+00 +6.625992770049e+00 +6.626263843956e+00 +6.627147137980e+00 +6.627735309648e+00 
              1456 +6.625986732720e+00 +6.626022664010e+00 +6.626422424598e+00 +6.625990249922e+00 +6.626261633700e+00 +6.627143973640e+00 +6.627732386356e+00 
              1457 +6.625990841837e+00 +6.626025653280e+00 +6.626421162185e+00 +6.625989178925e+00 +6.626259591383e+00 +6.627141078950e+00 +6.627729701613e+00 
              1458 +6.625995015430e+00 +6.626028684978e+00 +6.626419937439e+00 +6.625988100317e+00 +6.626257505542e+00 +6.627138136736e+00 +6.627726963846e+00 
              1459 +6.626069206068e+00 +6.626082499594e+00 +6.626399193923e+00 +6.625968624190e+00 +6.626220246032e+00 +6.627085803161e+00 +6.627678106099e+00 
              1460 +6.626096594032e+00 +6.626101858095e+00 +6.626398510499e+00 +6.625959285234e+00 +6.626205359537e+00 +6.627066248367e+00 +6.627658781913e+00 
              1461 +6.626126074888e+00 +6.626122654168e+00 +6.626400486549e+00 +6.625952348909e+00 +6.626189595836e+00 +6.627045133972e+00 +6.627637638272e+00 
              1462 +6.626132258320e+00 +6.626127011039e+00 +6.626400860323e+00 +6.625951501986e+00 +6.626186274755e+00 +6.627040641591e+00 +6.627633115117e+00 
              1463 +6.626137475579e+00 +6.626130682901e+00 +6.626401121691e+00 +6.625949710320e+00 +6.626183500978e+00 +6.627036853522e+00 +6.627629285096e+00 
              1464 +6.626141635887e+00 +6.626133608086e+00 +6.626401340274e+00 +6.625948586137e+00 +6.626181295862e+00 +6.627033832279e+00 +6.627626221466e+00 
              1465 +6.626171797017e+00 +6.626154802434e+00 +6.626402906848e+00 +6.625940559858e+00 +6.626165354204e+00 +6.627011918672e+00 +6.627603955205e+00 
              1466 +6.626182501270e+00 +6.626162294239e+00 +6.626403419483e+00 +6.625938143985e+00 +6.626159798088e+00 +6.627004105297e+00 +6.627595905005e+00 
